booking_id,date,time,city,pickup_location,drop_location,vehicle_type,ride_distance,booking_value,driver_rating,customer_rating,payment_method,wait_time,booking_status,cancelled_by_customer,cancelled_by_driver,customer_cancel_reason,driver_cancel_reason,booking_datetime,is_cancelled,is_completed,hour,day_of_week,is_weekend,is_peak_hour,fare_per_km
19284,2024-09-24,19:40:00,Chennai,Railway Station,Hospital,Auto,10.31,239.06,4.24,4.64,UPI,4.44,Cancelled,0,1,Driver not moving,Customer changed plans,2024-09-24 19:40:00,1,0,19,1,0,1,23.187196896217262
19285,2024-09-24,20:00:00,Chennai,Residential,University,Mini,7.02,203.44,4.23,3.57,Cash,6.02,Cancelled,0,0,High fare,Driver asked to cancel,2024-09-24 20:00:00,1,0,20,1,0,1,28.980056980056982
19286,2024-09-24,20:20:00,Hyderabad,Hospital,University,Prime Sedan,2.89,134.0,3.88,4.06,UPI,5.47,Completed,0,0,,,2024-09-24 20:20:00,0,1,20,1,0,1,46.36678200692041
19287,2024-09-24,20:40:00,Chennai,Market,Hospital,Mini,8.16,227.74,4.08,3.78,UPI,1.82,Cancelled,0,1,Customer changed plans,Customer changed plans,2024-09-24 20:40:00,1,0,20,1,0,1,27.909313725490197
19288,2024-09-24,21:00:00,Hyderabad,Hospital,University,SUV,1.02,96.7,3.96,4.4,UPI,10.75,Completed,0,0,,,2024-09-24 21:00:00,0,1,21,1,0,1,94.80392156862746
19289,2024-09-24,21:20:00,Mumbai,Airport,Mall,SUV,5.71,200.93,3.98,4.41,UPI,4.43,Cancelled,1,1,Driver asked to cancel,Long wait time,2024-09-24 21:20:00,1,0,21,1,0,1,35.1891418563923
19290,2024-09-24,21:40:00,Chennai,Railway Station,University,Auto,5.91,164.77,4.31,4.85,Card,3.62,Completed,0,0,,,2024-09-24 21:40:00,0,1,21,1,0,1,27.879864636209813
19291,2024-09-24,22:00:00,Delhi,Hospital,Market,Mini,7.71,149.72,4.63,4.37,Wallet,2.34,Completed,0,0,,,2024-09-24 22:00:00,0,1,22,1,0,0,19.4189364461738
19292,2024-09-24,22:20:00,Bengaluru,Mall,Market,Bike,8.41,167.44,5.0,3.9,Cash,15.95,Cancelled,0,1,Customer changed plans,High fare,2024-09-24 22:20:00,1,0,22,1,0,0,19.90963139120095
19293,2024-09-24,22:40:00,Pune,Residential,Residential,Bike,12.9,228.78,4.54,4.29,Cash,5.39,Completed,0,0,,,2024-09-24 22:40:00,0,1,22,1,0,0,17.73488372093023
19294,2024-09-24,23:00:00,Delhi,Tech Park,Airport,Prime Sedan,7.38,183.04,4.94,4.49,UPI,7.19,Cancelled,1,0,Customer changed plans,High fare,2024-09-24 23:00:00,1,0,23,1,0,0,24.802168021680217
19295,2024-09-24,23:20:00,Mumbai,Market,Residential,Prime Sedan,2.05,88.68,3.93,4.63,Wallet,4.56,Completed,0,0,,,2024-09-24 23:20:00,0,1,23,1,0,0,43.25853658536586
19296,2024-09-24,23:40:00,Bengaluru,Hospital,Mall,SUV,3.54,91.97,4.97,4.24,Cash,5.43,Completed,0,0,,,2024-09-24 23:40:00,0,1,23,1,0,0,25.980225988700564
19297,2024-09-25,00:00:00,Bengaluru,Residential,Airport,Mini,35.28,471.26,4.24,4.67,Cash,2.79,Cancelled,1,1,Driver asked to cancel,Customer changed plans,2024-09-25 00:00:00,1,0,0,2,0,0,13.357709750566892
19298,2024-09-25,00:20:00,Chennai,University,Market,Bike,1.56,71.33,5.0,4.22,Card,2.98,Completed,0,0,,,2024-09-25 00:20:00,0,1,0,2,0,0,45.72435897435897
19299,2024-09-25,00:40:00,Delhi,Airport,Mall,SUV,25.81,491.23,4.01,3.76,UPI,3.39,Completed,0,0,,,2024-09-25 00:40:00,0,1,0,2,0,0,19.032545524990315
19300,2024-09-25,01:00:00,Pune,Airport,Railway Station,Prime Sedan,23.38,315.16,4.72,3.82,Card,13.68,Completed,0,0,,,2024-09-25 01:00:00,0,1,1,2,0,0,13.479897348160822
19301,2024-09-25,01:20:00,Chennai,Residential,Residential,SUV,2.01,94.76,3.93,4.17,UPI,14.58,Completed,0,0,,,2024-09-25 01:20:00,0,1,1,2,0,0,47.14427860696518
19302,2024-09-25,01:40:00,Mumbai,University,Railway Station,Mini,14.52,274.79,3.95,4.15,Card,7.16,Completed,0,0,,,2024-09-25 01:40:00,0,1,1,2,0,0,18.924931129476587
19303,2024-09-25,02:00:00,Pune,Residential,Hospital,Bike,10.2,256.85,5.0,4.23,Card,7.0,Completed,0,0,,,2024-09-25 02:00:00,0,1,2,2,0,0,25.181372549019613
19304,2024-09-25,02:20:00,Pune,Hospital,Airport,Mini,16.32,322.98,4.05,4.96,Card,3.4,Completed,0,0,,,2024-09-25 02:20:00,0,1,2,2,0,0,19.79044117647059
19305,2024-09-25,02:40:00,Chennai,Market,Airport,Bike,3.67,107.19,4.44,4.3,Wallet,8.46,Completed,0,0,,,2024-09-25 02:40:00,0,1,2,2,0,0,29.20708446866485
19306,2024-09-25,03:00:00,Mumbai,Tech Park,Mall,Bike,10.23,222.15,3.94,4.63,Wallet,7.21,Cancelled,1,1,Driver not moving,Customer changed plans,2024-09-25 03:00:00,1,0,3,2,0,0,21.715542521994134
19307,2024-09-25,03:20:00,Delhi,Airport,Tech Park,Mini,4.4,132.33,4.36,4.45,Wallet,7.39,Cancelled,0,0,Driver not moving,Driver asked to cancel,2024-09-25 03:20:00,1,0,3,2,0,0,30.075
19308,2024-09-25,03:40:00,Pune,Hospital,Airport,Mini,2.94,97.48,5.0,4.56,Card,1.65,Completed,0,0,,,2024-09-25 03:40:00,0,1,3,2,0,0,33.156462585034014
19309,2024-09-25,04:00:00,Pune,Market,Tech Park,Prime Sedan,8.09,194.04,4.45,3.81,Cash,16.78,Completed,0,0,,,2024-09-25 04:00:00,0,1,4,2,0,0,23.985166872682324
19310,2024-09-25,04:20:00,Bengaluru,University,Railway Station,Bike,12.6,242.48,4.16,4.41,Cash,4.79,Completed,0,0,,,2024-09-25 04:20:00,0,1,4,2,0,0,19.244444444444444
19311,2024-09-25,04:40:00,Bengaluru,Mall,Railway Station,Bike,11.81,270.64,4.21,4.91,Wallet,3.61,Cancelled,1,0,Long wait time,High fare,2024-09-25 04:40:00,1,0,4,2,0,0,22.916172734970363
19312,2024-09-25,05:00:00,Chennai,Railway Station,Airport,Mini,15.23,270.91,4.31,3.97,Cash,5.06,Cancelled,0,0,Customer changed plans,Customer changed plans,2024-09-25 05:00:00,1,0,5,2,0,0,17.787918581746553
19313,2024-09-25,05:20:00,Hyderabad,Market,Residential,Prime Sedan,3.92,121.67,4.37,3.99,Card,3.28,Completed,0,0,,,2024-09-25 05:20:00,0,1,5,2,0,0,31.03826530612245
19314,2024-09-25,05:40:00,Chennai,Mall,University,Prime Sedan,23.28,594.65,4.49,4.04,Card,5.48,Cancelled,0,0,Long wait time,Customer changed plans,2024-09-25 05:40:00,1,0,5,2,0,0,25.543384879725085
19315,2024-09-25,06:00:00,Mumbai,Mall,Market,Bike,7.92,182.33,4.63,4.62,Cash,6.19,Completed,0,0,,,2024-09-25 06:00:00,0,1,6,2,0,0,23.021464646464647
19316,2024-09-25,06:20:00,Delhi,Hospital,University,Prime Sedan,2.8,95.66,4.13,3.89,UPI,8.62,Completed,0,0,,,2024-09-25 06:20:00,0,1,6,2,0,0,34.16428571428572
19317,2024-09-25,06:40:00,Mumbai,Tech Park,University,Mini,14.47,236.39,4.56,4.04,UPI,2.76,Cancelled,0,0,Driver asked to cancel,High fare,2024-09-25 06:40:00,1,0,6,2,0,0,16.33655839668279
19318,2024-09-25,07:00:00,Bengaluru,Hospital,Mall,Prime Sedan,7.14,201.01,3.76,3.99,Cash,3.72,Cancelled,1,1,Long wait time,High fare,2024-09-25 07:00:00,1,0,7,2,0,0,28.15266106442577
19319,2024-09-25,07:20:00,Bengaluru,Tech Park,Tech Park,Mini,4.88,117.87,4.42,3.83,Card,4.34,Completed,0,0,,,2024-09-25 07:20:00,0,1,7,2,0,0,24.153688524590166
19320,2024-09-25,07:40:00,Delhi,Airport,Railway Station,Prime Sedan,7.17,196.28,4.09,3.63,Card,3.46,Cancelled,1,0,Customer changed plans,Customer changed plans,2024-09-25 07:40:00,1,0,7,2,0,0,27.375174337517436
19321,2024-09-25,08:00:00,Chennai,Hospital,Residential,SUV,1.29,100.95,4.29,4.21,Cash,14.32,Cancelled,0,0,Driver not moving,High fare,2024-09-25 08:00:00,1,0,8,2,0,1,78.25581395348837
19322,2024-09-25,08:20:00,Chennai,University,Airport,Bike,20.26,496.99,4.53,4.65,Card,4.59,Cancelled,0,0,Long wait time,Customer changed plans,2024-09-25 08:20:00,1,0,8,2,0,1,24.530602171767026
19323,2024-09-25,08:40:00,Delhi,Residential,Mall,SUV,11.09,254.55,4.83,3.57,Cash,11.63,Cancelled,1,1,High fare,Customer changed plans,2024-09-25 08:40:00,1,0,8,2,0,1,22.953110910730388
19324,2024-09-25,09:00:00,Delhi,Mall,Market,Auto,7.93,237.63,4.25,4.32,Cash,7.24,Cancelled,1,0,High fare,High fare,2024-09-25 09:00:00,1,0,9,2,0,1,29.96595208070618
19325,2024-09-25,09:20:00,Bengaluru,Tech Park,Market,Bike,5.98,171.78,4.47,5.0,UPI,8.59,Completed,0,0,,,2024-09-25 09:20:00,0,1,9,2,0,1,28.725752508361204
19326,2024-09-25,09:40:00,Bengaluru,University,Railway Station,Auto,15.74,296.71,4.42,4.0,Card,2.98,Cancelled,1,1,Customer changed plans,Long wait time,2024-09-25 09:40:00,1,0,9,2,0,1,18.85069885641677
19327,2024-09-25,10:00:00,Bengaluru,Hospital,Market,Mini,21.04,525.41,3.73,4.42,Wallet,10.03,Cancelled,0,1,Long wait time,Driver not moving,2024-09-25 10:00:00,1,0,10,2,0,1,24.97195817490494
19328,2024-09-25,10:20:00,Delhi,Airport,Railway Station,Prime Sedan,2.51,123.91,4.44,4.42,UPI,5.73,Completed,0,0,,,2024-09-25 10:20:00,0,1,10,2,0,1,49.366533864541836
19329,2024-09-25,10:40:00,Pune,Mall,University,Mini,7.93,196.21,5.0,3.84,Wallet,2.32,Cancelled,1,1,Customer changed plans,Driver not moving,2024-09-25 10:40:00,1,0,10,2,0,1,24.742749054224465
19330,2024-09-25,11:00:00,Pune,Railway Station,Market,Auto,9.76,234.62,4.68,4.28,Wallet,2.39,Completed,0,0,,,2024-09-25 11:00:00,0,1,11,2,0,0,24.03893442622951
19331,2024-09-25,11:20:00,Mumbai,Market,Tech Park,Bike,15.64,330.34,4.21,3.61,UPI,1.13,Cancelled,1,1,Customer changed plans,Long wait time,2024-09-25 11:20:00,1,0,11,2,0,0,21.121483375959077
19332,2024-09-25,11:40:00,Pune,Residential,Residential,Prime Sedan,12.26,244.39,4.21,4.22,UPI,8.06,Cancelled,0,0,Customer changed plans,Long wait time,2024-09-25 11:40:00,1,0,11,2,0,0,19.933931484502445
19333,2024-09-25,12:00:00,Chennai,Mall,Residential,SUV,10.22,213.2,4.15,5.0,Wallet,4.39,Cancelled,1,0,Driver not moving,Long wait time,2024-09-25 12:00:00,1,0,12,2,0,0,20.861056751467707
19334,2024-09-25,12:20:00,Bengaluru,Tech Park,Hospital,Prime Sedan,7.38,189.63,4.58,5.0,Cash,7.42,Completed,0,0,,,2024-09-25 12:20:00,0,1,12,2,0,0,25.695121951219512
19335,2024-09-25,12:40:00,Chennai,Airport,Tech Park,Mini,2.22,78.14,4.37,3.59,Cash,11.26,Completed,0,0,,,2024-09-25 12:40:00,0,1,12,2,0,0,35.1981981981982
19336,2024-09-25,13:00:00,Delhi,Hospital,Mall,Prime Sedan,8.34,173.67,3.84,3.69,UPI,1.31,Cancelled,0,0,Long wait time,Long wait time,2024-09-25 13:00:00,1,0,13,2,0,0,20.823741007194243
19337,2024-09-25,13:20:00,Mumbai,Airport,Tech Park,Mini,6.19,152.0,4.59,4.67,Card,4.27,Cancelled,1,1,High fare,Driver asked to cancel,2024-09-25 13:20:00,1,0,13,2,0,0,24.555735056542808
19338,2024-09-25,13:40:00,Pune,University,Residential,Auto,2.49,78.84,4.55,4.23,Wallet,1.61,Completed,0,0,,,2024-09-25 13:40:00,0,1,13,2,0,0,31.662650602409638
19339,2024-09-25,14:00:00,Mumbai,University,Hospital,Prime Sedan,21.08,416.65,4.35,4.57,Cash,3.58,Cancelled,0,0,High fare,Driver not moving,2024-09-25 14:00:00,1,0,14,2,0,0,19.76518026565465
19340,2024-09-25,14:20:00,Hyderabad,Residential,Tech Park,Bike,7.83,150.8,4.43,4.39,Card,1.92,Completed,0,0,,,2024-09-25 14:20:00,0,1,14,2,0,0,19.25925925925926
19341,2024-09-25,14:40:00,Mumbai,Hospital,Market,Bike,12.03,270.23,4.06,3.94,Wallet,14.43,Completed,0,0,,,2024-09-25 14:40:00,0,1,14,2,0,0,22.463009143807152
19342,2024-09-25,15:00:00,Mumbai,Tech Park,Market,Prime Sedan,6.41,139.48,4.88,4.89,Wallet,4.09,Completed,0,0,,,2024-09-25 15:00:00,0,1,15,2,0,0,21.759750390015597
19343,2024-09-25,15:20:00,Pune,University,Hospital,Prime Sedan,3.23,97.02,3.84,3.54,Card,16.79,Completed,0,0,,,2024-09-25 15:20:00,0,1,15,2,0,0,30.037151702786378
19344,2024-09-25,15:40:00,Bengaluru,Market,Tech Park,Bike,12.64,309.04,4.33,4.12,Cash,7.45,Completed,0,0,,,2024-09-25 15:40:00,0,1,15,2,0,0,24.449367088607595
19345,2024-09-25,16:00:00,Mumbai,Mall,Railway Station,Mini,22.02,408.86,4.36,4.17,Cash,7.61,Cancelled,0,1,High fare,Driver asked to cancel,2024-09-25 16:00:00,1,0,16,2,0,0,18.567665758401454
19346,2024-09-25,16:20:00,Mumbai,University,Tech Park,Prime Sedan,15.49,247.86,4.22,3.82,Cash,2.75,Cancelled,1,1,Customer changed plans,High fare,2024-09-25 16:20:00,1,0,16,2,0,0,16.001291155584248
19347,2024-09-25,16:40:00,Delhi,Airport,Market,Mini,10.54,239.09,4.37,4.06,Card,3.41,Cancelled,0,1,Customer changed plans,Long wait time,2024-09-25 16:40:00,1,0,16,2,0,0,22.68406072106262
19348,2024-09-25,17:00:00,Mumbai,Mall,Railway Station,Prime Sedan,6.25,139.51,4.0,4.35,Cash,4.29,Completed,0,0,,,2024-09-25 17:00:00,0,1,17,2,0,1,22.3216
19349,2024-09-25,17:20:00,Pune,Railway Station,Hospital,Bike,9.16,213.1,4.15,4.35,Wallet,7.73,Cancelled,0,0,Driver asked to cancel,Driver not moving,2024-09-25 17:20:00,1,0,17,2,0,1,23.26419213973799
19350,2024-09-25,17:40:00,Delhi,Tech Park,Mall,Auto,12.37,262.24,4.01,4.61,Wallet,1.0,Cancelled,0,1,Driver asked to cancel,Long wait time,2024-09-25 17:40:00,1,0,17,2,0,1,21.199676637025064
19351,2024-09-25,18:00:00,Chennai,Tech Park,Railway Station,SUV,5.84,193.67,4.29,5.0,Card,1.57,Cancelled,1,0,High fare,Customer changed plans,2024-09-25 18:00:00,1,0,18,2,0,1,33.16267123287671
19352,2024-09-25,18:20:00,Delhi,Mall,Airport,Bike,12.25,325.25,4.85,4.32,Cash,7.02,Completed,0,0,,,2024-09-25 18:20:00,0,1,18,2,0,1,26.551020408163264
19353,2024-09-25,18:40:00,Delhi,University,Tech Park,Auto,6.63,172.55,4.53,4.17,Wallet,1.48,Completed,0,0,,,2024-09-25 18:40:00,0,1,18,2,0,1,26.02564102564103
19354,2024-09-25,19:00:00,Mumbai,Residential,Tech Park,Mini,0.94,91.52,3.91,4.18,Wallet,6.64,Completed,0,0,,,2024-09-25 19:00:00,0,1,19,2,0,1,97.36170212765957
19355,2024-09-25,19:20:00,Mumbai,Airport,Hospital,Mini,3.4,155.92,4.26,3.64,Cash,14.04,Cancelled,1,1,Long wait time,High fare,2024-09-25 19:20:00,1,0,19,2,0,1,45.858823529411765
19356,2024-09-25,19:40:00,Chennai,Railway Station,Railway Station,Prime Sedan,6.9,174.43,4.34,4.54,Wallet,3.08,Cancelled,0,1,High fare,Customer changed plans,2024-09-25 19:40:00,1,0,19,2,0,1,25.279710144927535
19357,2024-09-25,20:00:00,Chennai,Airport,Mall,Mini,8.33,209.1,4.12,4.01,UPI,9.36,Cancelled,1,0,Driver asked to cancel,Driver not moving,2024-09-25 20:00:00,1,0,20,2,0,1,25.10204081632653
19358,2024-09-25,20:20:00,Bengaluru,Airport,Residential,Auto,14.47,293.0,4.19,4.94,Card,6.42,Completed,0,0,,,2024-09-25 20:20:00,0,1,20,2,0,1,20.248790601243954
19359,2024-09-25,20:40:00,Chennai,Airport,Tech Park,Prime Sedan,9.56,265.28,4.8,3.92,Wallet,2.03,Cancelled,0,0,Driver not moving,Customer changed plans,2024-09-25 20:40:00,1,0,20,2,0,1,27.748953974895393
19360,2024-09-25,21:00:00,Hyderabad,Airport,Residential,Auto,1.68,115.52,3.76,4.33,Cash,1.0,Completed,0,0,,,2024-09-25 21:00:00,0,1,21,2,0,1,68.76190476190476
19361,2024-09-25,21:20:00,Chennai,Tech Park,Hospital,Auto,12.36,262.58,4.5,4.77,Cash,5.01,Completed,0,0,,,2024-09-25 21:20:00,0,1,21,2,0,1,21.24433656957929
19362,2024-09-25,21:40:00,Chennai,Tech Park,Market,Prime Sedan,6.02,192.55,3.72,4.32,Card,14.76,Cancelled,0,0,Driver not moving,Customer changed plans,2024-09-25 21:40:00,1,0,21,2,0,1,31.985049833887047
19363,2024-09-25,22:00:00,Chennai,Residential,Railway Station,Prime Sedan,2.2,80.74,4.45,4.44,Cash,5.91,Completed,0,0,,,2024-09-25 22:00:00,0,1,22,2,0,0,36.699999999999996
19364,2024-09-25,22:20:00,Hyderabad,Tech Park,Mall,Mini,12.28,247.98,4.05,4.58,Card,12.51,Completed,0,0,,,2024-09-25 22:20:00,0,1,22,2,0,0,20.193811074918568
19365,2024-09-25,22:40:00,Delhi,Hospital,Railway Station,Prime Sedan,13.63,288.37,4.57,3.97,Wallet,17.6,Cancelled,1,0,Long wait time,High fare,2024-09-25 22:40:00,1,0,22,2,0,0,21.157006603081438
19366,2024-09-25,23:00:00,Delhi,Residential,Tech Park,Bike,8.67,211.72,5.0,5.0,Card,6.72,Cancelled,1,1,High fare,Driver not moving,2024-09-25 23:00:00,1,0,23,2,0,0,24.419838523644753
19367,2024-09-25,23:20:00,Mumbai,Hospital,Hospital,SUV,9.9,237.14,4.33,3.47,Wallet,9.76,Cancelled,0,0,Customer changed plans,Driver not moving,2024-09-25 23:20:00,1,0,23,2,0,0,23.95353535353535
19368,2024-09-25,23:40:00,Mumbai,Market,Mall,SUV,8.47,168.82,4.82,4.19,Card,1.78,Completed,0,0,,,2024-09-25 23:40:00,0,1,23,2,0,0,19.93152302243211
19369,2024-09-26,00:00:00,Hyderabad,Mall,Mall,SUV,12.01,277.37,4.59,4.19,Cash,8.74,Completed,0,0,,,2024-09-26 00:00:00,0,1,0,3,0,0,23.094920899250624
19370,2024-09-26,00:20:00,Hyderabad,Airport,Mall,SUV,6.77,190.8,4.51,4.72,Cash,11.16,Cancelled,1,1,High fare,Customer changed plans,2024-09-26 00:20:00,1,0,0,3,0,0,28.18316100443132
19371,2024-09-26,00:40:00,Chennai,Hospital,Tech Park,Auto,0.83,56.91,3.98,4.13,UPI,4.35,Completed,0,0,,,2024-09-26 00:40:00,0,1,0,3,0,0,68.56626506024097
19372,2024-09-26,01:00:00,Pune,Tech Park,Market,Prime Sedan,3.44,104.53,4.74,3.64,UPI,4.82,Cancelled,1,1,Driver asked to cancel,Driver not moving,2024-09-26 01:00:00,1,0,1,3,0,0,30.386627906976745
19373,2024-09-26,01:20:00,Mumbai,Market,Residential,Mini,4.04,97.19,4.5,4.27,Wallet,12.26,Completed,0,0,,,2024-09-26 01:20:00,0,1,1,3,0,0,24.056930693069305
19374,2024-09-26,01:40:00,Hyderabad,Market,Airport,Mini,6.05,135.74,3.99,4.45,Card,3.64,Completed,0,0,,,2024-09-26 01:40:00,0,1,1,3,0,0,22.436363636363637
19375,2024-09-26,02:00:00,Delhi,Railway Station,University,Bike,6.56,175.02,4.03,3.94,Card,6.84,Completed,0,0,,,2024-09-26 02:00:00,0,1,2,3,0,0,26.67987804878049
19376,2024-09-26,02:20:00,Pune,University,Tech Park,Auto,19.72,345.99,4.16,3.86,Cash,5.73,Completed,0,0,,,2024-09-26 02:20:00,0,1,2,3,0,0,17.545131845841787
19377,2024-09-26,02:40:00,Hyderabad,Mall,Tech Park,Prime Sedan,7.74,206.45,4.05,4.21,Cash,16.32,Cancelled,1,0,Driver asked to cancel,Driver asked to cancel,2024-09-26 02:40:00,1,0,2,3,0,0,26.673126614987076
19378,2024-09-26,03:00:00,Delhi,Airport,Hospital,Mini,9.9,185.31,4.3,3.68,Card,8.87,Cancelled,1,1,Driver not moving,Long wait time,2024-09-26 03:00:00,1,0,3,3,0,0,18.71818181818182
19379,2024-09-26,03:20:00,Mumbai,Railway Station,Tech Park,Bike,6.96,146.61,4.55,4.43,Card,4.78,Cancelled,0,0,Long wait time,Driver not moving,2024-09-26 03:20:00,1,0,3,3,0,0,21.064655172413794
19380,2024-09-26,03:40:00,Mumbai,University,Railway Station,Auto,8.48,151.64,4.27,4.13,Cash,5.82,Completed,0,0,,,2024-09-26 03:40:00,0,1,3,3,0,0,17.882075471698112
19381,2024-09-26,04:00:00,Chennai,Hospital,University,Bike,9.82,221.56,4.43,4.02,Wallet,1.0,Cancelled,0,1,Driver asked to cancel,Long wait time,2024-09-26 04:00:00,1,0,4,3,0,0,22.56211812627291
19382,2024-09-26,04:20:00,Delhi,University,Residential,SUV,15.53,350.81,3.91,4.75,UPI,12.36,Completed,0,0,,,2024-09-26 04:20:00,0,1,4,3,0,0,22.589182227945912
19383,2024-09-26,04:40:00,Bengaluru,Railway Station,Mall,Bike,15.29,409.02,4.71,4.6,Cash,7.57,Cancelled,1,0,Driver asked to cancel,Long wait time,2024-09-26 04:40:00,1,0,4,3,0,0,26.750817527795945
19384,2024-09-26,05:00:00,Bengaluru,Market,Residential,Auto,2.13,83.55,4.66,3.73,Card,4.09,Completed,0,0,,,2024-09-26 05:00:00,0,1,5,3,0,0,39.225352112676056
19385,2024-09-26,05:20:00,Mumbai,Railway Station,Tech Park,Bike,4.17,114.85,5.0,4.12,UPI,7.7,Completed,0,0,,,2024-09-26 05:20:00,0,1,5,3,0,0,27.54196642685851
19386,2024-09-26,05:40:00,Hyderabad,Mall,Airport,Prime Sedan,6.01,146.58,3.99,4.15,UPI,8.87,Completed,0,0,,,2024-09-26 05:40:00,0,1,5,3,0,0,24.389351081530783
19387,2024-09-26,06:00:00,Bengaluru,Hospital,Market,Prime Sedan,14.49,293.13,3.95,4.69,UPI,6.27,Cancelled,1,1,High fare,Driver asked to cancel,2024-09-26 06:00:00,1,0,6,3,0,0,20.22981366459627
19388,2024-09-26,06:20:00,Chennai,Hospital,Tech Park,Mini,9.18,219.99,3.89,4.26,UPI,6.49,Cancelled,1,0,Long wait time,Driver asked to cancel,2024-09-26 06:20:00,1,0,6,3,0,0,23.9640522875817
19389,2024-09-26,06:40:00,Mumbai,Hospital,Residential,Bike,6.54,165.62,4.78,4.32,UPI,1.21,Completed,0,0,,,2024-09-26 06:40:00,0,1,6,3,0,0,25.32415902140673
19390,2024-09-26,07:00:00,Delhi,Railway Station,Mall,Prime Sedan,2.7,92.24,3.86,4.23,UPI,7.89,Completed,0,0,,,2024-09-26 07:00:00,0,1,7,3,0,0,34.16296296296296
19391,2024-09-26,07:20:00,Chennai,Airport,Airport,Prime Sedan,12.71,308.73,4.2,4.5,Cash,7.99,Cancelled,0,1,Driver asked to cancel,Driver asked to cancel,2024-09-26 07:20:00,1,0,7,3,0,0,24.29032258064516
19392,2024-09-26,07:40:00,Mumbai,Airport,University,Auto,16.0,402.5,3.8,3.53,Cash,11.54,Completed,0,0,,,2024-09-26 07:40:00,0,1,7,3,0,0,25.15625
19393,2024-09-26,08:00:00,Bengaluru,University,Market,Bike,3.59,131.68,4.38,4.8,Wallet,10.09,Completed,0,0,,,2024-09-26 08:00:00,0,1,8,3,0,1,36.67966573816156
19394,2024-09-26,08:20:00,Pune,Market,Railway Station,Mini,1.62,107.39,4.43,4.33,Card,4.09,Completed,0,0,,,2024-09-26 08:20:00,0,1,8,3,0,1,66.29012345679011
19395,2024-09-26,08:40:00,Chennai,Tech Park,Railway Station,Auto,7.28,224.35,4.51,3.69,Cash,7.02,Cancelled,1,1,High fare,Long wait time,2024-09-26 08:40:00,1,0,8,3,0,1,30.81730769230769
19396,2024-09-26,09:00:00,Mumbai,Hospital,Residential,SUV,7.42,231.71,4.32,3.61,UPI,7.01,Completed,0,0,,,2024-09-26 09:00:00,0,1,9,3,0,1,31.2277628032345
19397,2024-09-26,09:20:00,Hyderabad,Hospital,Hospital,Prime Sedan,19.05,439.23,3.95,4.29,Card,9.11,Completed,0,0,,,2024-09-26 09:20:00,0,1,9,3,0,1,23.056692913385827
19398,2024-09-26,09:40:00,Chennai,Market,Market,Bike,4.79,168.76,4.53,4.14,Card,4.28,Cancelled,1,1,Long wait time,Long wait time,2024-09-26 09:40:00,1,0,9,3,0,1,35.23173277661795
19399,2024-09-26,10:00:00,Pune,University,Residential,Auto,4.14,161.31,4.37,4.12,Cash,7.71,Completed,0,0,,,2024-09-26 10:00:00,0,1,10,3,0,1,38.96376811594203
19400,2024-09-26,10:20:00,Chennai,Tech Park,Tech Park,Auto,4.01,157.04,4.37,4.31,Wallet,11.58,Cancelled,0,1,Driver asked to cancel,Long wait time,2024-09-26 10:20:00,1,0,10,3,0,1,39.16209476309227
19401,2024-09-26,10:40:00,Chennai,Tech Park,University,Prime Sedan,2.88,106.51,4.04,4.6,UPI,6.01,Completed,0,0,,,2024-09-26 10:40:00,0,1,10,3,0,1,36.98263888888889
19402,2024-09-26,11:00:00,Mumbai,Residential,Mall,Auto,6.66,158.51,4.49,3.92,UPI,5.89,Completed,0,0,,,2024-09-26 11:00:00,0,1,11,3,0,0,23.8003003003003
19403,2024-09-26,11:20:00,Pune,Tech Park,Airport,Mini,13.24,247.23,4.64,3.32,UPI,2.5,Completed,0,0,,,2024-09-26 11:20:00,0,1,11,3,0,0,18.672960725075527
19404,2024-09-26,11:40:00,Mumbai,Railway Station,Residential,Mini,13.62,251.65,4.06,4.27,Card,9.49,Cancelled,0,0,High fare,Long wait time,2024-09-26 11:40:00,1,0,11,3,0,0,18.476505139500734
19405,2024-09-26,12:00:00,Bengaluru,Hospital,Railway Station,Prime Sedan,3.0,85.94,3.88,4.27,Card,5.07,Completed,0,0,,,2024-09-26 12:00:00,0,1,12,3,0,0,28.646666666666665
19406,2024-09-26,12:20:00,Bengaluru,Airport,Tech Park,SUV,14.91,334.53,4.61,4.32,Card,4.36,Cancelled,0,0,Long wait time,Driver not moving,2024-09-26 12:20:00,1,0,12,3,0,0,22.436619718309856
19407,2024-09-26,12:40:00,Chennai,Airport,Market,SUV,7.83,204.97,3.72,3.98,Card,5.83,Completed,0,0,,,2024-09-26 12:40:00,0,1,12,3,0,0,26.177522349936144
19408,2024-09-26,13:00:00,Pune,Market,Mall,Prime Sedan,1.2,57.98,4.0,4.29,Wallet,2.94,Completed,0,0,,,2024-09-26 13:00:00,0,1,13,3,0,0,48.31666666666666
19409,2024-09-26,13:20:00,Bengaluru,Tech Park,Mall,Auto,12.23,251.17,4.08,4.84,UPI,9.98,Completed,0,0,,,2024-09-26 13:20:00,0,1,13,3,0,0,20.537203597710548
19410,2024-09-26,13:40:00,Mumbai,Market,University,Auto,15.44,320.71,4.05,4.03,Cash,8.41,Cancelled,1,1,High fare,Driver asked to cancel,2024-09-26 13:40:00,1,0,13,3,0,0,20.77137305699482
