Booking ID,Date,Time,City,Pickup Location,Drop Location,Vehicle Type,Ride Distance,Booking Value,Driver Ratings,Customer Rating,Payment Method,Wait Time,Booking Status,Cancelled Rides by Customer,Cancelled Rides by Driver,Reason for cancelling by Customer,Reason for cancelling by Driver
18455,2024-09-13,07:20:00,Pune,Mall,Tech Park,Bike,5.6,162.0,4.98,4.12,Cash,2.84,Completed,0,0,,
18456,2024-09-13,07:40:00,Delhi,Airport,Market,Auto,4.4,111.11,4.22,4.11,Card,9.76,Completed,0,0,,
18457,2024-09-13,08:00:00,Hyderabad,Market,University,SUV,4.86,150.65,4.28,3.42,UPI,3.77,Completed,0,0,,
18458,2024-09-13,08:20:00,Bengaluru,Residential,Residential,Auto,8.47,215.58,3.92,3.88,Cash,2.68,Cancelled,1,0,High fare,Driver not moving
18459,2024-09-13,08:40:00,Delhi,Mall,Market,Auto,5.07,150.75,5.0,4.59,Card,4.38,Completed,0,0,,
18460,2024-09-13,09:00:00,Delhi,Market,Railway Station,Prime Sedan,3.74,128.99,4.49,3.95,Cash,5.46,Completed,0,0,,
18461,2024-09-13,09:20:00,Delhi,Mall,Mall,Mini,2.34,113.32,4.23,3.29,Cash,1.18,Completed,0,0,,
18462,2024-09-13,09:40:00,Hyderabad,Railway Station,University,Auto,5.38,163.47,4.63,3.62,UPI,2.76,Cancelled,1,1,Driver asked to cancel,High fare
18463,2024-09-13,10:00:00,Hyderabad,Railway Station,Railway Station,Mini,12.49,211.53,4.8,4.48,Card,9.86,Completed,0,0,,
18464,2024-09-13,10:20:00,Mumbai,Market,Residential,Mini,12.92,327.66,3.63,4.18,Card,3.96,Completed,0,0,,
18465,2024-09-13,10:40:00,Bengaluru,Railway Station,Tech Park,Prime Sedan,9.06,232.8,4.78,5.0,Wallet,11.18,Cancelled,1,0,Long wait time,Long wait time
18466,2024-09-13,11:00:00,Pune,Mall,Airport,Mini,0.91,58.67,4.04,3.61,UPI,14.7,Completed,0,0,,
18467,2024-09-13,11:20:00,Pune,Mall,Mall,Auto,8.44,186.54,3.77,4.25,Wallet,11.35,Completed,0,0,,
18468,2024-09-13,11:40:00,Delhi,Market,Tech Park,Mini,18.46,286.24,5.0,4.0,Wallet,12.08,Completed,0,0,,
18469,2024-09-13,12:00:00,Chennai,Tech Park,Railway Station,Mini,2.54,94.31,4.47,4.14,Wallet,5.41,Completed,0,0,,
18470,2024-09-13,12:20:00,Bengaluru,Railway Station,Hospital,Mini,5.21,142.83,4.12,3.55,Wallet,2.15,Cancelled,1,1,Driver asked to cancel,Driver not moving
18471,2024-09-13,12:40:00,Delhi,Railway Station,Mall,Prime Sedan,12.57,301.76,5.0,3.85,Card,10.42,Cancelled,1,1,Customer changed plans,Driver asked to cancel
18472,2024-09-13,13:00:00,Bengaluru,Residential,Tech Park,SUV,1.06,61.8,4.18,4.76,Card,12.9,Completed,0,0,,
18473,2024-09-13,13:20:00,Chennai,Hospital,University,Auto,5.3,158.28,4.0,4.13,UPI,7.15,Cancelled,0,0,Customer changed plans,Driver asked to cancel
18474,2024-09-13,13:40:00,Bengaluru,Railway Station,Tech Park,Mini,21.21,443.52,4.66,4.76,Cash,3.44,Cancelled,1,1,Driver asked to cancel,High fare
18475,2024-09-13,14:00:00,Bengaluru,Residential,Residential,Mini,19.67,479.14,3.8,4.08,UPI,3.45,Completed,0,0,,
18476,2024-09-13,14:20:00,Pune,Residential,Residential,Mini,19.77,436.93,4.36,4.46,Card,12.44,Cancelled,1,1,Long wait time,Long wait time
18477,2024-09-13,14:40:00,Pune,University,Mall,Auto,5.36,120.88,3.85,4.02,Cash,1.76,Completed,0,0,,
18478,2024-09-13,15:00:00,Delhi,University,Residential,Bike,16.99,352.52,3.96,4.15,Card,1.0,Completed,0,0,,
18479,2024-09-13,15:20:00,Delhi,Railway Station,Railway Station,Mini,8.67,235.85,4.56,3.8,Cash,7.58,Cancelled,1,1,Customer changed plans,Driver asked to cancel
18480,2024-09-13,15:40:00,Chennai,Airport,Mall,Bike,3.62,97.79,4.01,4.3,UPI,5.03,Completed,0,0,,
18481,2024-09-13,16:00:00,Bengaluru,Residential,Market,Bike,4.53,123.45,4.63,5.0,UPI,10.05,Completed,0,0,,
18482,2024-09-13,16:20:00,Pune,Market,University,Auto,10.0,205.84,3.59,4.32,Cash,5.79,Completed,0,0,,
18483,2024-09-13,16:40:00,Chennai,Tech Park,Residential,Auto,0.95,59.45,4.27,4.97,Card,7.7,Completed,0,0,,
18484,2024-09-13,17:00:00,Delhi,Hospital,Mall,Mini,6.54,151.11,4.16,4.54,UPI,10.21,Completed,0,0,,
18485,2024-09-13,17:20:00,Bengaluru,Hospital,Mall,SUV,8.0,193.73,4.26,4.3,Wallet,9.33,Cancelled,1,1,High fare,Driver not moving
18486,2024-09-13,17:40:00,Chennai,University,Residential,Auto,11.33,226.42,4.2,3.77,Wallet,6.2,Cancelled,1,0,Long wait time,Customer changed plans
18487,2024-09-13,18:00:00,Delhi,University,Airport,Mini,1.33,90.31,4.48,4.03,Card,15.74,Cancelled,0,0,Driver asked to cancel,Customer changed plans
18488,2024-09-13,18:20:00,Chennai,Railway Station,Market,Mini,6.6,201.93,4.5,4.64,Card,13.25,Completed,0,0,,
18489,2024-09-13,18:40:00,Delhi,Railway Station,Mall,Bike,13.68,377.89,4.21,3.65,Wallet,11.62,Cancelled,1,0,Driver not moving,Long wait time
18490,2024-09-13,19:00:00,Chennai,Mall,Market,Bike,24.91,499.13,4.17,4.11,Card,4.77,Completed,0,0,,
18491,2024-09-13,19:20:00,Chennai,Railway Station,Airport,Auto,3.62,162.6,4.49,4.55,Wallet,4.31,Completed,0,0,,
18492,2024-09-13,19:40:00,Delhi,Hospital,Hospital,Bike,16.92,349.55,4.53,4.34,Cash,1.74,Cancelled,0,0,Long wait time,High fare
18493,2024-09-13,20:00:00,Mumbai,Airport,Market,Prime Sedan,13.16,312.23,3.57,5.0,UPI,7.88,Cancelled,0,1,Long wait time,Driver asked to cancel
18494,2024-09-13,20:20:00,Chennai,Railway Station,Residential,Auto,18.78,446.32,3.86,4.52,Wallet,5.13,Completed,0,0,,
18495,2024-09-13,20:40:00,Chennai,Tech Park,Hospital,Prime Sedan,1.02,89.43,3.91,4.26,Wallet,16.05,Cancelled,1,0,High fare,Driver asked to cancel
18496,2024-09-13,21:00:00,Delhi,Hospital,Mall,Mini,11.83,250.82,4.19,4.01,Card,14.3,Cancelled,1,1,High fare,Driver not moving
18497,2024-09-13,21:20:00,Delhi,Hospital,Railway Station,Prime Sedan,16.65,394.83,3.66,4.0,UPI,2.25,Cancelled,1,1,Driver not moving,High fare
18498,2024-09-13,21:40:00,Hyderabad,Mall,Residential,Auto,7.26,232.6,4.51,4.04,Cash,1.16,Completed,0,0,,
18499,2024-09-13,22:00:00,Bengaluru,Tech Park,Tech Park,Prime Sedan,5.77,156.17,4.0,4.42,Card,2.78,Completed,0,0,,
18500,2024-09-13,22:20:00,Chennai,University,Hospital,Mini,8.06,218.08,4.59,5.0,Cash,16.86,Cancelled,1,0,Driver not moving,Driver asked to cancel
18501,2024-09-13,22:40:00,Pune,Hospital,Railway Station,SUV,15.77,300.33,4.11,4.16,UPI,21.99,Completed,0,0,,
18502,2024-09-13,23:00:00,Hyderabad,Market,University,Auto,3.79,114.84,4.65,4.27,UPI,9.3,Completed,0,0,,
18503,2024-09-13,23:20:00,Delhi,Market,Residential,Auto,3.55,103.62,4.22,4.13,UPI,9.88,Completed,0,0,,
18504,2024-09-13,23:40:00,Delhi,Market,Residential,Auto,0.8,57.02,4.27,4.09,Wallet,1.7,Completed,0,0,,
18505,2024-09-14,00:00:00,Pune,University,Airport,Mini,6.72,166.61,4.58,3.55,Card,5.78,Completed,0,0,,
18506,2024-09-14,00:20:00,Delhi,Mall,Hospital,SUV,2.08,79.33,4.17,3.91,Wallet,16.76,Completed,0,0,,
18507,2024-09-14,00:40:00,Delhi,Railway Station,University,Bike,6.82,166.52,3.76,3.99,UPI,3.01,Cancelled,0,1,High fare,Driver asked to cancel
18508,2024-09-14,01:00:00,Mumbai,Railway Station,Hospital,Mini,3.17,109.24,3.77,4.97,Cash,8.64,Cancelled,0,1,High fare,High fare
18509,2024-09-14,01:20:00,Delhi,Railway Station,Mall,Auto,4.7,140.09,4.68,3.67,Cash,9.87,Completed,0,0,,
18510,2024-09-14,01:40:00,Hyderabad,Hospital,Railway Station,Auto,5.34,100.54,3.89,4.28,Card,2.83,Cancelled,0,0,Driver asked to cancel,High fare
18511,2024-09-14,02:00:00,Pune,Railway Station,Hospital,Bike,8.33,189.99,4.19,4.55,Cash,8.02,Completed,0,0,,
18512,2024-09-14,02:20:00,Delhi,University,Hospital,Auto,8.82,203.8,4.83,4.34,Cash,1.0,Cancelled,0,0,Long wait time,Customer changed plans
18513,2024-09-14,02:40:00,Hyderabad,Market,Railway Station,Auto,6.07,163.46,4.13,3.75,Card,3.96,Completed,0,0,,
18514,2024-09-14,03:00:00,Delhi,Market,Airport,Bike,5.1,124.8,4.07,4.19,Wallet,4.42,Completed,0,0,,
18515,2024-09-14,03:20:00,Chennai,Hospital,Market,Prime Sedan,4.65,122.85,4.42,3.01,Card,4.38,Completed,0,0,,
18516,2024-09-14,03:40:00,Pune,Mall,Hospital,Bike,1.56,70.02,4.81,4.71,Cash,4.4,Completed,0,0,,
18517,2024-09-14,04:00:00,Delhi,Hospital,Airport,Mini,15.79,286.19,4.92,4.45,Card,12.82,Completed,0,0,,
18518,2024-09-14,04:20:00,Delhi,Mall,Hospital,Bike,3.62,99.98,4.07,3.75,Cash,3.7,Cancelled,0,0,Driver not moving,Long wait time
18519,2024-09-14,04:40:00,Pune,Airport,Hospital,Bike,7.45,139.55,4.54,4.72,Cash,29.12,Completed,0,0,,
18520,2024-09-14,05:00:00,Bengaluru,University,Airport,Mini,2.43,79.72,4.3,4.15,UPI,4.18,Completed,0,0,,
18521,2024-09-14,05:20:00,Pune,Market,Railway Station,SUV,11.63,208.58,4.31,4.4,Cash,1.77,Completed,0,0,,
18522,2024-09-14,05:40:00,Hyderabad,Tech Park,Hospital,SUV,7.61,169.0,4.5,4.26,Card,3.29,Cancelled,0,1,Long wait time,Long wait time
18523,2024-09-14,06:00:00,Pune,Mall,Tech Park,Bike,9.32,212.72,4.46,4.06,Cash,10.87,Completed,0,0,,
18524,2024-09-14,06:20:00,Bengaluru,Tech Park,Railway Station,SUV,2.34,79.43,3.98,3.94,UPI,5.89,Completed,0,0,,
18525,2024-09-14,06:40:00,Chennai,Mall,Tech Park,Bike,9.65,233.99,3.98,4.82,Wallet,6.89,Cancelled,1,1,Customer changed plans,High fare
18526,2024-09-14,07:00:00,Mumbai,Airport,Railway Station,Prime Sedan,1.06,57.29,4.91,4.19,Cash,3.91,Completed,0,0,,
18527,2024-09-14,07:20:00,Chennai,Mall,Tech Park,Bike,4.23,119.08,4.15,3.97,UPI,1.48,Completed,0,0,,
18528,2024-09-14,07:40:00,Hyderabad,University,Residential,Bike,2.65,84.8,4.54,4.12,Wallet,1.0,Completed,0,0,,
18529,2024-09-14,08:00:00,Bengaluru,Residential,University,Prime Sedan,7.52,219.68,4.87,4.39,Cash,2.93,Cancelled,1,1,Driver asked to cancel,Long wait time
18530,2024-09-14,08:20:00,Chennai,Market,Residential,Mini,16.52,379.9,4.28,4.33,UPI,4.54,Cancelled,0,1,Driver asked to cancel,Driver asked to cancel
18531,2024-09-14,08:40:00,Mumbai,Market,Hospital,Prime Sedan,10.8,270.64,4.83,4.66,Card,4.28,Completed,0,0,,
18532,2024-09-14,09:00:00,Pune,Market,Airport,Auto,18.86,456.27,4.11,4.43,Wallet,3.55,Cancelled,0,1,Customer changed plans,Driver not moving
18533,2024-09-14,09:20:00,Delhi,Residential,Hospital,Mini,7.77,194.4,4.71,4.33,UPI,5.05,Completed,0,0,,
18534,2024-09-14,09:40:00,Chennai,Tech Park,Market,Auto,11.8,259.3,4.38,4.43,Cash,10.51,Completed,0,0,,
18535,2024-09-14,10:00:00,Delhi,Railway Station,University,Auto,14.39,276.66,4.26,4.55,Wallet,3.48,Cancelled,0,0,Customer changed plans,Driver not moving
18536,2024-09-14,10:20:00,Hyderabad,Mall,Airport,Prime Sedan,14.28,310.2,4.62,3.6,Cash,8.37,Cancelled,1,0,Customer changed plans,Customer changed plans
18537,2024-09-14,10:40:00,Bengaluru,Mall,Market,Mini,2.23,131.04,4.26,4.09,Card,4.86,Completed,0,0,,
18538,2024-09-14,11:00:00,Delhi,Airport,Tech Park,Auto,3.55,96.75,4.1,3.63,Cash,18.17,Cancelled,0,1,High fare,Customer changed plans
18539,2024-09-14,11:20:00,Delhi,University,Airport,Mini,13.28,173.64,3.76,3.89,Card,7.37,Cancelled,1,1,Customer changed plans,Driver not moving
18540,2024-09-14,11:40:00,Delhi,Railway Station,Residential,Prime Sedan,19.01,406.36,4.55,4.17,Card,1.74,Completed,0,0,,
18541,2024-09-14,12:00:00,Mumbai,Mall,Residential,Prime Sedan,3.34,94.91,4.58,4.15,Card,3.9,Completed,0,0,,
18542,2024-09-14,12:20:00,Chennai,Market,Market,Prime Sedan,3.77,105.55,4.97,4.06,UPI,5.92,Completed,0,0,,
18543,2024-09-14,12:40:00,Delhi,Hospital,Railway Station,Mini,10.72,177.97,4.5,4.04,UPI,8.45,Cancelled,1,0,Customer changed plans,High fare
18544,2024-09-14,13:00:00,Pune,Mall,Market,Mini,5.1,119.26,4.06,3.69,Cash,6.07,Completed,0,0,,
18545,2024-09-14,13:20:00,Bengaluru,Residential,Tech Park,Mini,13.85,243.8,4.39,3.83,Cash,2.03,Completed,0,0,,
18546,2024-09-14,13:40:00,Chennai,Residential,Market,Prime Sedan,11.38,221.21,4.29,3.35,Wallet,3.75,Completed,0,0,,
18547,2024-09-14,14:00:00,Pune,Railway Station,Railway Station,Prime Sedan,15.16,194.29,4.75,3.95,Cash,5.88,Completed,0,0,,
18548,2024-09-14,14:20:00,Pune,Tech Park,Railway Station,Auto,5.72,145.97,4.76,4.14,Card,9.61,Completed,0,0,,
18549,2024-09-14,14:40:00,Bengaluru,Tech Park,Mall,Mini,4.88,141.01,5.0,4.14,Card,16.68,Completed,0,0,,
18550,2024-09-14,15:00:00,Delhi,Airport,Mall,Mini,3.83,113.46,4.29,4.6,Cash,8.76,Completed,0,0,,
18551,2024-09-14,15:20:00,Delhi,Hospital,Tech Park,Bike,18.7,373.7,4.76,4.66,Card,10.36,Completed,0,0,,
18552,2024-09-14,15:40:00,Chennai,University,Tech Park,Bike,2.34,84.54,4.87,4.09,Cash,2.73,Completed,0,0,,
18553,2024-09-14,16:00:00,Hyderabad,Hospital,Tech Park,Bike,2.08,85.11,4.61,4.04,UPI,10.47,Completed,0,0,,
18554,2024-09-14,16:20:00,Mumbai,Tech Park,University,Prime Sedan,7.94,136.0,4.18,4.95,UPI,9.3,Cancelled,0,0,Driver not moving,High fare
18555,2024-09-14,16:40:00,Mumbai,Hospital,Hospital,Bike,4.81,153.35,4.21,4.21,Card,6.22,Completed,0,0,,
18556,2024-09-14,17:00:00,Chennai,Railway Station,Mall,SUV,14.47,301.26,4.63,4.07,Cash,12.62,Cancelled,1,1,Long wait time,Long wait time
18557,2024-09-14,17:20:00,Mumbai,Mall,Railway Station,Auto,1.92,82.72,4.56,4.35,Cash,6.26,Completed,0,0,,
18558,2024-09-14,17:40:00,Bengaluru,Hospital,Residential,Bike,6.2,131.27,3.92,4.68,Cash,5.88,Completed,0,0,,
18559,2024-09-14,18:00:00,Delhi,Airport,Hospital,Mini,1.26,98.79,3.97,4.51,Card,5.36,Cancelled,0,0,Long wait time,Long wait time
18560,2024-09-14,18:20:00,Bengaluru,University,Hospital,Mini,5.45,153.32,4.53,4.43,Wallet,10.25,Cancelled,0,1,High fare,High fare
18561,2024-09-14,18:40:00,Delhi,University,Hospital,SUV,7.81,203.95,3.55,4.21,Wallet,3.31,Cancelled,0,0,High fare,Customer changed plans
18562,2024-09-14,19:00:00,Pune,Railway Station,Hospital,Mini,6.9,176.22,4.42,4.06,UPI,6.67,Cancelled,1,1,Driver not moving,Customer changed plans
18563,2024-09-14,19:20:00,Chennai,Residential,Mall,Mini,6.55,187.12,4.14,5.0,Cash,11.9,Cancelled,1,0,Long wait time,High fare
18564,2024-09-14,19:40:00,Pune,Residential,Tech Park,Auto,11.46,270.14,4.03,3.19,Card,2.05,Completed,0,0,,
18565,2024-09-14,20:00:00,Pune,University,Railway Station,Auto,3.18,117.31,4.17,4.08,Cash,4.68,Completed,0,0,,
18566,2024-09-14,20:20:00,Mumbai,Airport,Market,Prime Sedan,9.46,263.98,4.41,4.32,UPI,3.33,Cancelled,1,0,High fare,Driver asked to cancel
18567,2024-09-14,20:40:00,Mumbai,Mall,Tech Park,Bike,6.37,196.54,4.34,4.02,Card,4.11,Cancelled,0,0,High fare,Driver not moving
18568,2024-09-14,21:00:00,Chennai,Residential,Hospital,Auto,5.52,174.03,3.9,3.79,Wallet,2.34,Cancelled,0,1,Long wait time,Driver asked to cancel
18569,2024-09-14,21:20:00,Mumbai,Residential,Residential,Auto,10.21,288.26,3.72,3.92,Cash,2.08,Cancelled,0,0,Customer changed plans,High fare
18570,2024-09-14,21:40:00,Chennai,Railway Station,Railway Station,Auto,8.26,225.92,4.4,3.97,UPI,3.4,Cancelled,0,0,High fare,Driver asked to cancel
18571,2024-09-14,22:00:00,Mumbai,Airport,Hospital,Auto,9.89,251.29,4.51,4.56,Card,1.56,Cancelled,0,0,Driver asked to cancel,High fare
18572,2024-09-14,22:20:00,Hyderabad,Airport,University,Auto,24.02,474.52,4.6,4.19,Card,3.8,Completed,0,0,,
18573,2024-09-14,22:40:00,Bengaluru,Airport,Market,Auto,6.31,136.69,3.76,4.07,Card,14.6,Cancelled,0,1,Long wait time,Driver not moving
18574,2024-09-14,23:00:00,Delhi,Railway Station,Railway Station,Auto,2.15,81.76,4.43,4.39,Wallet,1.0,Completed,0,0,,
18575,2024-09-14,23:20:00,Delhi,University,Tech Park,Mini,3.26,87.38,4.55,3.45,Cash,6.75,Completed,0,0,,
18576,2024-09-14,23:40:00,Pune,Hospital,Market,SUV,18.59,390.18,4.15,4.03,Wallet,2.12,Completed,0,0,,
18577,2024-09-15,00:00:00,Mumbai,Mall,Railway Station,Auto,5.36,129.5,4.2,3.85,Card,3.67,Completed,0,0,,
18578,2024-09-15,00:20:00,Mumbai,Market,Railway Station,Prime Sedan,11.4,283.39,4.17,4.08,Wallet,2.43,Completed,0,0,,
18579,2024-09-15,00:40:00,Delhi,Railway Station,University,Prime Sedan,6.89,144.18,4.13,3.69,Card,1.8,Cancelled,1,0,Customer changed plans,High fare
18580,2024-09-15,01:00:00,Hyderabad,Airport,Hospital,Auto,2.78,88.59,4.78,4.61,Cash,4.63,Completed,0,0,,
18581,2024-09-15,01:20:00,Pune,Residential,University,Auto,8.19,157.71,4.13,3.82,UPI,2.55,Cancelled,1,0,Driver not moving,Long wait time
18582,2024-09-15,01:40:00,Pune,Residential,Railway Station,Prime Sedan,4.02,121.99,4.06,3.6,Wallet,9.21,Completed,0,0,,
18583,2024-09-15,02:00:00,Mumbai,Tech Park,Mall,Auto,4.46,139.52,3.55,4.03,UPI,3.22,Cancelled,0,1,Driver not moving,Driver not moving
18584,2024-09-15,02:20:00,Chennai,Residential,Railway Station,Prime Sedan,6.92,170.95,4.56,4.04,UPI,23.23,Completed,0,0,,
18585,2024-09-15,02:40:00,Delhi,University,Tech Park,Prime Sedan,1.51,68.06,4.04,4.37,Card,4.0,Completed,0,0,,
18586,2024-09-15,03:00:00,Chennai,University,Airport,Mini,11.22,201.26,4.04,4.84,Card,7.2,Cancelled,1,1,Long wait time,Driver not moving
18587,2024-09-15,03:20:00,Pune,Mall,Railway Station,Bike,4.89,139.94,4.87,4.24,Cash,10.38,Completed,0,0,,
18588,2024-09-15,03:40:00,Pune,Market,Airport,Mini,12.3,211.43,3.91,4.47,Cash,4.45,Completed,0,0,,
18589,2024-09-15,04:00:00,Pune,Mall,Airport,Bike,11.99,303.6,3.8,3.93,Wallet,8.82,Completed,0,0,,
18590,2024-09-15,04:20:00,Mumbai,Tech Park,University,Bike,6.13,165.3,3.81,3.64,UPI,3.08,Cancelled,0,1,Customer changed plans,Driver asked to cancel
18591,2024-09-15,04:40:00,Pune,Market,Market,Auto,7.81,181.16,3.81,4.46,Card,3.65,Cancelled,1,0,Long wait time,High fare
18592,2024-09-15,05:00:00,Mumbai,Railway Station,Mall,Prime Sedan,9.53,217.77,4.07,4.96,Card,7.36,Completed,0,0,,
18593,2024-09-15,05:20:00,Bengaluru,Residential,Airport,Mini,5.33,156.52,4.29,4.04,Card,5.02,Cancelled,1,0,Customer changed plans,Driver not moving
18594,2024-09-15,05:40:00,Pune,Mall,Airport,Bike,1.17,59.51,4.21,4.1,UPI,11.66,Completed,0,0,,
18595,2024-09-15,06:00:00,Mumbai,University,Residential,Auto,8.14,196.67,4.63,4.62,Card,4.82,Completed,0,0,,
18596,2024-09-15,06:20:00,Bengaluru,Railway Station,Market,Prime Sedan,14.34,229.28,4.48,4.53,Card,18.61,Cancelled,1,0,Long wait time,High fare
18597,2024-09-15,06:40:00,Hyderabad,University,Mall,Mini,3.9,103.37,4.4,4.03,Card,8.15,Completed,0,0,,
18598,2024-09-15,07:00:00,Bengaluru,Mall,Tech Park,Auto,12.77,307.01,4.44,4.78,Cash,15.38,Cancelled,1,1,Driver not moving,Long wait time
18599,2024-09-15,07:20:00,Pune,Tech Park,University,Mini,2.46,89.02,4.53,3.84,Cash,2.11,Completed,0,0,,
18600,2024-09-15,07:40:00,Pune,Railway Station,Tech Park,Mini,5.81,133.03,4.27,4.29,Card,3.72,Cancelled,1,0,Customer changed plans,Customer changed plans
18601,2024-09-15,08:00:00,Bengaluru,Hospital,Tech Park,Prime Sedan,6.51,193.19,4.89,3.72,UPI,4.11,Completed,0,0,,
18602,2024-09-15,08:20:00,Chennai,University,Airport,Mini,7.03,185.63,4.09,4.23,Cash,4.74,Completed,0,0,,
18603,2024-09-15,08:40:00,Delhi,Residential,Mall,Bike,3.42,159.3,4.12,4.45,Card,5.32,Cancelled,0,1,High fare,High fare
18604,2024-09-15,09:00:00,Mumbai,Market,Residential,Auto,2.49,107.62,4.01,4.01,Wallet,28.02,Cancelled,0,1,High fare,High fare
18605,2024-09-15,09:20:00,Chennai,Tech Park,Airport,Prime Sedan,5.99,174.81,4.03,4.16,Card,10.39,Cancelled,1,1,Customer changed plans,High fare
18606,2024-09-15,09:40:00,Pune,Hospital,Airport,Prime Sedan,10.42,277.67,3.9,4.3,Cash,2.01,Cancelled,1,1,High fare,Customer changed plans
18607,2024-09-15,10:00:00,Chennai,Airport,Railway Station,Prime Sedan,3.85,151.33,3.91,4.36,UPI,14.97,Cancelled,1,1,High fare,Long wait time
18608,2024-09-15,10:20:00,Mumbai,Mall,Airport,Mini,6.38,129.51,4.25,3.97,UPI,3.86,Completed,0,0,,
18609,2024-09-15,10:40:00,Hyderabad,Airport,University,Mini,24.03,318.61,4.25,4.98,Cash,5.01,Completed,0,0,,
18610,2024-09-15,11:00:00,Bengaluru,Mall,Tech Park,SUV,8.62,192.75,4.15,4.26,UPI,3.65,Completed,0,0,,
18611,2024-09-15,11:20:00,Delhi,Mall,Market,Prime Sedan,5.97,188.04,4.03,4.45,Card,7.84,Completed,0,0,,
18612,2024-09-15,11:40:00,Hyderabad,Mall,Airport,Prime Sedan,6.83,152.92,4.78,3.65,Wallet,1.8,Completed,0,0,,
18613,2024-09-15,12:00:00,Hyderabad,Railway Station,Tech Park,Auto,21.08,413.03,4.85,4.38,Card,20.78,Cancelled,0,1,Long wait time,Customer changed plans
18614,2024-09-15,12:20:00,Bengaluru,Mall,Railway Station,Mini,10.66,275.71,4.57,3.73,Wallet,2.98,Cancelled,0,1,Driver not moving,High fare
18615,2024-09-15,12:40:00,Hyderabad,Mall,Hospital,Auto,4.03,115.35,4.43,4.69,UPI,5.1,Completed,0,0,,
18616,2024-09-15,13:00:00,Hyderabad,Tech Park,Airport,Bike,11.33,195.7,4.86,4.35,Card,3.19,Cancelled,0,0,Customer changed plans,Customer changed plans
18617,2024-09-15,13:20:00,Hyderabad,Railway Station,University,Bike,2.97,90.6,4.44,3.95,UPI,1.32,Completed,0,0,,
18618,2024-09-15,13:40:00,Mumbai,Airport,Mall,Auto,7.62,171.54,3.85,4.19,Wallet,1.0,Cancelled,0,0,Driver not moving,Driver asked to cancel
18619,2024-09-15,14:00:00,Mumbai,Mall,Mall,Prime Sedan,16.0,385.77,3.98,4.58,Wallet,9.88,Cancelled,1,1,Long wait time,Long wait time
18620,2024-09-15,14:20:00,Mumbai,Tech Park,University,Bike,7.68,215.34,4.36,4.19,Cash,7.18,Completed,0,0,,
18621,2024-09-15,14:40:00,Mumbai,Mall,Market,Mini,2.77,103.62,4.56,4.03,UPI,3.84,Completed,0,0,,
18622,2024-09-15,15:00:00,Pune,Railway Station,Mall,Auto,7.16,206.86,4.79,4.46,Card,7.08,Cancelled,0,0,Driver not moving,High fare
18623,2024-09-15,15:20:00,Bengaluru,Railway Station,Hospital,SUV,15.92,367.87,4.78,4.24,Wallet,2.72,Cancelled,0,0,Driver asked to cancel,Customer changed plans
18624,2024-09-15,15:40:00,Mumbai,Railway Station,University,Prime Sedan,3.79,110.78,4.65,4.84,UPI,3.57,Completed,0,0,,
18625,2024-09-15,16:00:00,Mumbai,Market,Market,Auto,11.21,226.68,4.69,4.93,Cash,2.41,Completed,0,0,,
18626,2024-09-15,16:20:00,Bengaluru,University,Hospital,Auto,16.5,386.81,4.22,3.59,Cash,1.66,Completed,0,0,,
18627,2024-09-15,16:40:00,Hyderabad,Hospital,Residential,Prime Sedan,9.39,164.21,4.2,4.1,Cash,2.33,Completed,0,0,,
18628,2024-09-15,17:00:00,Delhi,Residential,Railway Station,SUV,7.37,185.63,4.18,5.0,UPI,2.25,Cancelled,1,0,Long wait time,Long wait time
18629,2024-09-15,17:20:00,Delhi,Market,Mall,Auto,4.07,104.12,4.36,4.5,Wallet,6.84,Completed,0,0,,
18630,2024-09-15,17:40:00,Pune,Residential,Mall,SUV,4.49,124.65,4.61,4.62,Wallet,5.07,Completed,0,0,,
18631,2024-09-15,18:00:00,Delhi,Railway Station,Mall,Bike,5.92,139.88,5.0,4.38,UPI,4.19,Completed,0,0,,
18632,2024-09-15,18:20:00,Chennai,Market,Hospital,Prime Sedan,11.4,360.45,4.2,4.38,Cash,6.11,Cancelled,1,0,Driver not moving,Driver not moving
18633,2024-09-15,18:40:00,Pune,Tech Park,Airport,SUV,27.79,446.45,4.12,3.19,UPI,2.92,Completed,0,0,,
18634,2024-09-15,19:00:00,Delhi,Market,Residential,Prime Sedan,3.83,119.29,4.58,4.51,Card,1.9,Completed,0,0,,
18635,2024-09-15,19:20:00,Hyderabad,Hospital,University,Prime Sedan,10.4,266.32,4.2,4.95,Card,2.73,Cancelled,1,0,Driver not moving,Driver not moving
18636,2024-09-15,19:40:00,Bengaluru,Railway Station,Residential,Bike,14.01,340.28,4.8,3.74,UPI,5.76,Cancelled,0,1,High fare,Long wait time
18637,2024-09-15,20:00:00,Mumbai,University,Hospital,SUV,7.29,209.02,4.85,3.9,Cash,2.95,Completed,0,0,,
18638,2024-09-15,20:20:00,Pune,Railway Station,Railway Station,Bike,7.07,187.78,5.0,4.2,Cash,5.02,Cancelled,1,0,Driver not moving,Long wait time
18639,2024-09-15,20:40:00,Chennai,Railway Station,University,Mini,1.9,101.94,4.52,3.5,Card,4.42,Cancelled,1,0,High fare,Long wait time
18640,2024-09-15,21:00:00,Hyderabad,Railway Station,Market,Auto,8.14,199.77,4.91,4.06,Cash,3.66,Completed,0,0,,
